workload,page_size,cache_fraction,policy,output_throughput,request_throughput,median_ttft_ms,p99_ttft_ms,median_itl_ms,p99_itl_ms,block_miss_rate,block_hit_rate,compulsory_misses,transfer_proxy_bytes
near_real,32,0.6,best_opt_bypass,678.9445990928757,2.624363082336772,268.3171429671347,577.0820218278094,9.405367076396942,121.64114197716117,0.46368715083798884,0.5363128491620112,2906,12184453120
near_real,32,,lru,632.8051407806638,2.4460176161597573,286.23121068812907,639.1194610483944,9.872556664049625,110.01421542838216,0.4587807959570436,0.5412192040429564,2906,12184453120
near_real,32,,opt,669.4893693354214,2.587815246263507,285.86315899156034,647.5522692175582,9.50265396386385,120.53959658369422,0.4587807959570436,0.5412192040429564,2906,12184453120
optimistic,32,0.6,best_opt_bypass,192.98454805718154,7.518878495734346,493.6998435296118,765.5941907363012,10.147603461518884,815.4885521903692,0.4320809248554913,0.5679190751445087,3289,13795065856
optimistic,32,,lru,195.25227467709584,7.607231480925813,511.83290081098676,769.5942366169766,10.45286818407476,833.1115827942325,0.4320809248554913,0.5679190751445087,3289,13795065856
optimistic,32,,opt,198.2344962162389,7.7234219305028144,484.2375121079385,768.0790399573743,9.650996653363109,817.1022035973205,0.4320809248554913,0.5679190751445087,3289,13795065856
