workload,page_size,cache_fraction,policy,output_throughput,request_throughput,median_ttft_ms,p99_ttft_ms,median_itl_ms,p99_itl_ms,block_miss_rate,block_hit_rate,compulsory_misses,transfer_proxy_bytes
near_real,32,0.6,opt_bypass,678.9445990928757,2.624363082336772,268.3171429671347,577.0820218278094,9.405367076396942,121.64114197716117,0.46368715083798884,0.5363128491620112,2906,12184453120
optimistic,32,0.6,opt_bypass,192.98454805718154,7.518878495734346,493.6998435296118,765.5941907363012,10.147603461518884,815.4885521903692,0.4320809248554913,0.5679190751445087,3289,13795065856
