frontier_seq,candidate_count,actual_node_id,actual_next_use,belady_node_id,belady_next_use,actual_block_count,belady_block_count,same_choice
241,1,3,,3,,1,1,True
243,1,2,,2,,209,209,True
297,3,4,,4,,210,210,True
337,4,36,,36,,1,1,True
339,4,19,,19,,100,100,True
341,4,15,,15,,109,109,True
343,3,37,,37,,1,1,True
345,3,24,,24,,16,16,True
347,2,23,,23,,9,9,True
349,2,18,,18,,8,8,True
351,1,26,,26,,173,173,True
425,8,22,,22,,37,37,True
427,7,6,,6,,210,210,True
429,6,38,,38,,1,1,True
431,6,10,,10,,16,16,True
461,5,39,,39,,1,1,True
463,5,14,,14,,16,16,True
465,5,13,,13,,102,102,True
467,5,7,,7,,91,91,True
469,4,17,,17,,17,17,True
471,3,40,,40,,1,1,True
473,3,21,,21,,16,16,True
475,2,29,,29,,17,17,True
606,3,41,,41,,1,1,True
608,3,30,,30,,16,16,True
610,2,8,,8,,164,164,True
612,2,5,,5,,46,46,True
614,1,12,,12,,17,17,True
616,1,16,,16,,56,56,True
672,1,9,,9,,137,137,True
798,8,72,,72,,1,1,True
800,8,33,,33,,16,16,True
802,7,73,,73,,1,1,True
804,7,35,,35,,16,16,True
806,6,34,,34,,17,17,True
808,5,74,,74,,1,1,True
810,5,43,,43,,16,16,True
812,4,75,,75,,1,1,True
814,4,45,,45,,16,16,True
816,4,32,,32,,64,64,True
818,4,27,,27,,129,129,True
871,4,76,,76,,1,1,True
873,4,51,,51,,16,16,True
875,3,77,,77,,1,1,True
877,3,58,,58,,16,16,True
879,2,78,,78,,1,1,True
881,2,62,,62,,13,13,True
883,2,56,,56,,3,3,True
885,1,55,,55,,124,124,True
887,1,49,,49,,86,86,True
930,3,84,,84,,1,1,True
932,3,47,,47,,5,5,True
934,3,42,,42,,11,11,True
936,3,28,,28,,110,110,True
938,3,25,,25,,83,83,True
940,2,85,,85,,1,1,True
942,2,48,,48,,16,16,True
944,2,50,,50,,153,153,True
987,7,46,,46,,40,40,True
989,6,86,,86,,1,1,True
991,6,60,,60,,16,16,True
993,5,44,,44,,17,17,True
995,4,59,,59,,17,17,True
997,4,53,,53,,147,147,True
999,4,31,,31,,46,46,True
1035,3,61,,61,,17,17,True
1037,3,54,,54,,193,193,True
1085,6,90,,90,,1,1,True
1087,6,67,,67,,16,16,True
1089,5,91,,91,,1,1,True
1091,5,69,,69,,16,16,True
1093,4,103,,103,,1,1,True
1095,4,65,,65,,209,209,True
1097,3,104,,104,,1,1,True
1099,3,68,,68,,16,16,True
1117,4,64,,64,,193,193,True
1119,3,105,,105,,1,1,True
1121,3,70,,70,,16,16,True
1123,2,106,,106,,1,1,True
1125,2,71,,71,,16,16,True
1127,2,57,,57,,61,61,True
1141,2,52,,52,,132,132,True
1143,1,66,,66,,17,17,True
1197,2,115,,115,,1,1,True
1199,2,79,,79,,16,16,True
1217,2,116,,116,,1,1,True
1219,2,80,,80,,16,16,True
1256,7,117,,117,,1,1,True
1258,7,81,,81,,16,16,True
1260,6,87,,87,,17,17,True
1262,5,119,,119,,1,1,True
1264,5,89,,89,,16,16,True
1266,4,120,,120,,1,1,True
1268,4,96,,96,,16,16,True
1270,3,88,,88,,17,17,True
1272,3,82,,82,,147,147,True
1274,3,63,,63,,46,46,True
1289,5,121,,121,,1,1,True
1291,5,97,,97,,16,16,True
1293,5,93,,93,,193,193,True
1295,4,122,,122,,1,1,True
1297,4,101,,101,,90,90,True
1311,4,98,,98,,119,119,True
1313,3,94,,94,,210,210,True
1347,2,100,,100,,136,136,True
1349,2,95,,95,,74,74,True
1351,1,102,,102,,17,17,True
1353,1,99,,99,,148,148,True
1419,1,92,,92,,45,45,True
1451,3,139,,139,,1,1,True
1453,3,113,,113,,135,135,True
1455,3,109,,109,,74,74,True
1457,2,140,,140,,1,1,True
1473,4,108,,108,,16,16,True
1475,3,111,,111,,17,17,True
1477,2,110,,110,,164,164,True
1479,2,107,,107,,46,46,True
1494,2,114,,114,,17,17,True
