run,workload,page_size,lru_output_throughput_tok_s,belady_output_throughput_tok_s,lru_median_ttft_ms,belady_median_ttft_ms,lru_p99_ttft_ms,belady_p99_ttft_ms,lru_median_itl_ms,belady_median_itl_ms,lru_p99_itl_ms,belady_p99_itl_ms,lru_block_misses,belady_block_misses,lru_miss_rate,belady_miss_rate,compulsory_misses,compulsory_miss_rate
natural-periodic-refinement-gap__ps-128,natural_periodic_refinement_gap,128,178.31542121646342,178.4636570338258,9353.559625102207,9354.298949008808,10483.295263187028,10453.435080903582,10.652191005647182,10.221813805401325,650.8728297892957,673.9928172249347,32737,32733,0.49386012551291336,0.4939860857492115,22464,0.3388848660391021
natural-periodic-refinement-gap__ps-16,natural_periodic_refinement_gap,16,179.28324615308324,179.08202116085945,9228.601514361799,9235.431165900081,10623.452166537752,10577.5681955507,12.44706497527659,14.196642208844423,757.5669388053938,646.7549452092497,261367,264864,0.4937704149971001,0.49602043529883255,180456,0.337946507159471
natural-periodic-refinement-gap__ps-32,natural_periodic_refinement_gap,32,177.5049922082496,179.49120213348792,9397.756415652111,9335.824194829911,10522.249456415884,10459.144131713547,19.21407086774707,8.537502959370613,651.2302874494342,838.9713787101208,134244,127169,0.5039359437818846,0.4860327081908067,89869,0.3373574933087079
natural-periodic-refinement-gap__ps-64,natural_periodic_refinement_gap,64,178.60089203334738,178.31849240078225,9357.581942342222,9374.292202526703,10444.75229320582,10512.55613259971,10.61535207554698,10.602594586089253,669.890576759353,727.0808270713314,65401,65112,0.4961574934567386,0.4943175347894413,44928,0.34084133065280886
natural-tenant-rotation-gap__ps-128,natural_tenant_rotation_gap,128,268.4446331246017,278.6420466127906,5547.605017898604,5417.022420093417,7996.460797502662,7274.435482355769,10.28817961923778,10.481805773451924,689.0449762856588,572.2965859016402,19840,19677,0.3534903609735239,0.350274138422102,3584,0.06379948732554827
natural-tenant-rotation-gap__ps-16,natural_tenant_rotation_gap,16,277.32448048855645,285.9159740413045,5378.033961867914,5249.52662945725,7205.38945678156,7040.006509791128,9.649646235629916,8.393874857574701,646.1299096420406,653.1290709320455,159340,148518,0.3500731607647387,0.3328522315205357,29841,0.06556127268972366
natural-tenant-rotation-gap__ps-32,natural_tenant_rotation_gap,32,271.36375398393216,283.3999818277174,5462.283168220893,5262.747398111969,7951.520065194929,7282.158583002166,9.231384377926588,9.849047288298607,773.5624109394848,726.0996358655394,78664,75247,0.34836058313995716,0.3324306175282964,14833,0.06553009887167888
natural-tenant-rotation-gap__ps-64,natural_tenant_rotation_gap,64,272.6468282196002,281.4824383545996,5436.319127678871,5352.86074061878,8258.59689312987,7134.298578216697,8.585322182625532,8.949540555477142,692.7464489266276,702.1111001260579,38390,38472,0.3409686387011395,0.3404421004194468,7633,0.06754508610162292
