frontier_seq,candidate_count,actual_node_id,actual_next_use,belady_node_id,belady_next_use,actual_block_count,belady_block_count,same_choice
81,1,3,,3,,1,1,True
83,1,2,,2,,332,332,True
124,2,14,,14,,1,1,True
126,2,6,,6,,332,332,True
128,1,15,,15,,1,1,True
130,1,4,,4,,332,332,True
177,3,17,,17,,1,1,True
179,3,7,,7,,10,10,True
181,2,18,,18,,1,1,True
183,2,8,,8,,10,10,True
185,1,23,,23,,1,1,True
187,1,12,,12,,10,10,True
189,1,10,,10,,142,142,True
191,1,5,,5,,180,180,True
208,2,24,,24,,1,1,True
210,2,11,,11,,10,10,True
212,2,9,,9,,322,322,True
214,1,25,,25,,1,1,True
227,2,13,,13,,10,10,True
229,1,27,,27,,1,1,True
231,1,21,,21,,332,332,True
248,2,30,,30,,1,1,True
250,2,20,,20,,10,10,True
252,2,16,,16,,322,322,True
254,1,31,,31,,1,1,True
256,1,22,,22,,164,164,True
258,1,19,,19,,168,168,True
293,1,35,,35,,1,1,True
295,1,26,,26,,332,332,True
332,2,39,,39,,1,1,True
334,2,28,,28,,332,332,True
336,1,40,,40,,1,1,True
338,1,29,,29,,10,10,True
367,1,42,,42,,1,1,True
369,1,33,,33,,332,332,True
383,1,47,,47,,1,1,True
385,1,34,,34,,152,152,True
387,1,32,,32,,180,180,True
418,3,49,,49,,1,1,True
420,3,37,,37,,10,10,True
422,2,50,,50,,1,1,True
424,2,38,,38,,10,10,True
426,1,51,,51,,1,1,True
428,1,43,,43,,332,332,True
490,4,56,,56,,1,1,True
492,4,44,,44,,10,10,True
494,3,57,,57,,1,1,True
496,3,45,,45,,10,10,True
498,2,59,,59,,1,1,True
500,2,46,,46,,332,332,True
502,1,60,,60,,1,1,True
504,1,48,,48,,332,332,True
558,4,65,,65,,1,1,True
560,4,52,,52,,10,10,True
562,3,66,,66,,1,1,True
564,3,53,,53,,10,10,True
566,3,36,,36,,322,322,True
568,2,67,,67,,1,1,True
570,2,54,,54,,10,10,True
572,2,41,,41,,322,322,True
589,2,68,,68,,1,1,True
591,2,58,,58,,10,10,True
593,1,69,,69,,1,1,True
595,1,62,,62,,10,10,True
597,1,71,,71,,322,322,True
637,2,76,,76,,1,1,True
639,2,63,,63,,10,10,True
641,1,77,,77,,1,1,True
643,1,64,,64,,163,163,True
645,1,61,,61,,169,169,True
662,1,79,,79,,1,1,True
664,1,73,,73,,10,10,True
666,1,55,,55,,322,322,True
684,3,80,,80,,1,1,True
