workload,page_size,policy,output_throughput,request_throughput,median_ttft_ms,p99_ttft_ms,median_itl_ms,p99_itl_ms,block_miss_rate,block_hit_rate,compulsory_misses,transfer_proxy_bytes
near_real,32,opt,97.97979741323276,0.2609315510339088,485.2026312146336,873.3768250560388,8.814692962914705,13.181589767336835,0.22446153846153846,0.7755384615384615,1460,6119489536
near_real,32,lru,89.47230409969065,0.23827511078479535,491.3227944634855,873.190602408722,8.879203349351883,30.16172634437679,0.22446153846153846,0.7755384615384615,1460,6119489536
near_real,32,opt_bypass,84.91904843507244,0.22614926347555908,493.54603700339794,880.4718859307468,8.990511298179626,30.225452724844203,0.22446153846153846,0.7755384615384615,1460,6119489536
optimistic,32,opt,71.55843176422835,3.9754684313460187,89.75333138369024,128.46261008176953,8.862045360729098,9.945716615766287,0.33292079207920794,0.6670792079207921,269,1128267776
optimistic,32,lru,70.21407385863316,3.9007818810351753,92.39414520561695,131.50658619590104,8.909622440114617,10.240148683078587,0.33292079207920794,0.6670792079207921,269,1128267776
optimistic,32,opt_bypass,69.22355249246242,3.845752916247912,98.87459059245884,125.9763706708327,8.802286582067609,10.003727860748768,0.33292079207920794,0.6670792079207921,269,1128267776
