phase,batch_size,k_blocks,prefix_tokens,cache_bytes,method,wall_mean_ms,wall_trimmed_mean_ms,wall_p50_ms,wall_p95_ms,wall_std_ms,cuda_mean_ms,cuda_trimmed_mean_ms,cuda_p50_ms,cuda_p95_ms,cuda_std_ms
coarse,1,50,800,45875200,HBM_reuse,11.326508573672202,11.277765201521106,11.277740995865315,11.584779302938841,0.15101473121366266,11.31753144945417,11.269273567199708,11.26854419708252,11.574077033996582,0.1499492458551307
coarse,1,50,800,45875200,DRAM_fetch,16.230777999485976,16.171944598318078,16.16946898866445,16.567350398690905,0.2013680295835548,16.222052437918528,16.163027191162108,16.160736083984375,16.559280014038087,0.20173688007544466
coarse,1,50,800,45875200,SSD_fetch,28.786712282453664,28.77227679709904,28.828255002736114,29.32390529604163,0.3762453586164101,28.77721623011998,28.762867736816407,28.81808090209961,29.314185333251952,0.37614608504401603
coarse,1,50,800,45875200,recompute,34.367421571265105,34.29678939864971,34.33887200662866,34.95964030153118,0.36811992615788225,34.35351780482701,34.280633544921876,34.32979202270508,34.9403881072998,0.36665933021607594
coarse,1,60,960,55050240,HBM_reuse,11.317887287337467,11.31785360048525,11.315227005979978,11.38010990980547,0.044880567936253946,11.30877263205392,11.308723258972169,11.305952072143555,11.371088027954102,0.044909602077995533
coarse,1,60,960,55050240,DRAM_fetch,21.949154857013905,18.24404479993973,18.254201000672765,36.53976270434212,9.133013462941223,21.940580368041992,18.235052871704102,18.244735717773438,36.53255615234373,9.133870187358788
coarse,1,60,960,55050240,SSD_fetch,27.46043585856179,27.303147601196542,27.291388003504835,28.279063299123663,0.4924202028194689,27.451291220528738,27.293881225585938,27.282175064086914,28.270650100708004,0.4928223346055511
coarse,1,60,960,55050240,recompute,38.297210146473454,38.28904400579631,38.300728003378026,38.41043410211569,0.07353550597059755,38.287665775844026,38.27989730834961,38.291358947753906,38.40138130187988,0.07411025992536026
coarse,1,70,1120,64225280,HBM_reuse,11.152036716729137,11.155174003215507,11.149947997182608,11.208622003323399,0.04326824491975756,11.143469674246651,11.146732711791993,11.141119956970215,11.19970874786377,0.043208147497153335
coarse,1,70,1120,64225280,DRAM_fetch,18.436291855843074,18.437062995508313,18.469265996827744,18.507567002961878,0.06173455571918093,18.42728696550642,18.428160095214842,18.45929527282715,18.498554229736328,0.06189237015395104
coarse,1,70,1120,64225280,SSD_fetch,29.877284427389636,29.84929099911824,29.768288994091563,30.906236795999575,0.6803521061763236,29.867835453578405,29.839731216430664,29.758943557739258,30.897436714172365,0.6808012587179689
