workload,page_size,mem_fraction,policy,output_throughput,request_throughput,median_ttft_ms,p99_ttft_ms,median_itl_ms,p99_itl_ms,block_hit_rate,block_miss_rate,compulsory_misses,compulsory_miss_rate,matched_blocks,missed_blocks,transfer_proxy_bytes
near_real,32,0.24,lru,716.8369983418829,2.386473569178137,532.6521049719304,664.6171611966565,6.551985163241625,10.970474020577825,0.5749555160142349,0.4250444839857651,1912,0.42526690391459077,2585,1911,8015314944
near_real,32,0.24,compulsory,,,,,,,,0.42526690391459077,1912,0.42526690391459077,,1912,
near_real,32,0.24,opt,726.658419732485,2.419170768980391,664.1644828487188,802.625579177402,6.572087528184056,9.004263784736395,0.5606896551724138,0.4393103448275862,1912,0.42526690391459077,2439,1911,8015314944
near_real,32,0.24,opt_bypass,744.8383956879587,2.479695033501319,511.6758777294308,660.8236389467493,6.56099570915103,8.769969460554417,0.5749555160142349,0.4250444839857651,1912,0.45599809205819225,2585,1911,8015314944
optimistic,32,0.24,lru,116.26988505992308,5.637327760481119,1146.104083629325,1549.697576626204,7.755569647997618,1512.8359502926462,0.5977799950112247,0.40222000498877525,2580,0.3217760039910202,4793,3225,13526630400
optimistic,32,0.24,compulsory,,,,,,,,0.3217760039910202,2580,0.3217760039910202,,2580,
optimistic,32,0.24,opt,129.41920164495627,6.2748703827857595,1027.7935834601521,1326.187497889623,7.755459751933813,1483.6959141679101,0.5977799950112247,0.40222000498877525,2580,0.3217760039910202,4793,3225,13526630400
optimistic,32,0.24,opt_bypass,129.98749435486707,6.302423968720827,1002.7209764812142,1317.1892946120352,7.88508215919137,1484.5635611750176,0.5977799950112247,0.40222000498877525,2580,0.3217760039910202,4793,3225,13526630400
